"id_gsn";"monastery_name";"Lon";"Lat";"Standort";"diocese";"order_name";"order_begin_tpq";"order_end_tpq";"alt_label_diocese";"RG_Abkuerzung";"id_order"
4044;"Schottenkloster Wien, Österreich";"16.365";"48.2125";"Wien";"Passau";"Benediktiner";1155;;"eccl. Patav.";"o. s. Ben.";16
4044;"Schottenkloster Wien, Österreich";"16.365";"48.2125";"Wien";"Wien";"Benediktiner";1155;;"eccl. Wien.";"o. s. Ben.";16
4046;"Stift Mariazell auf dem Beerenberg, Wülflingen, Schweiz";"8.665745";"47.506461";"Wülflingen";"Konstanz";"Augustinerchorherren";1365;1525;"eccl. Constant.";"o. s. Aug.";1
4047;"Augustinerchorfrauenstift St. Jakob, Creuzburg (Werra)";"10.249255";"51.055741";"Creuzburg";"Mainz";"Augustinerchorfrauen";1173;1528;"eccl. Magunt.";"o. s. Aug.";25
4048;"Augustinerchorherrenstift Marienfrede (bei Dingden)";"6.59127";"51.77178";"Marienfrede";"Münster";"Augustinerchorherren";1439;1444;"eccl. Monast.";"o. s. Aug.";1
4049;"Augustinerchorfrauenstift Naumburg (Hessen)";"9.164533";"51.247223";"Naumburg";"Mainz";"Augustinerchorfrauen";1301;1530;"eccl. Magunt.";"o. s. Aug.";25
4050;"Augustinerchorherrenstift St. Katharina, Nijmegen, Niederlande";"5.86298624318166";"51.844427409394";"Nimwegen";"Köln";"Augustinerchorherren";1402;1579;"eccl. Colon.";"o. s. Aug.";1
4051;"Augustinerchorfrauenstift St. Katharina, Nijmegen, Niederlande";"5.866667";"51.836111";"Nimwegen";"Köln";"Augustinerchorfrauen";1248;1567;"eccl. Colon.";"o. s. Aug.";25
4052;"Augustinerchorfrauenstift St. Maria, Nijmegen, Niederlande";"5.86647085090771";"51.8449846154567";"Nimwegen";"Köln";"Augustinerchorfrauen";1427;1592;"eccl. Colon.";"o. s. Aug.";25
4053;"Augustinerchorfrauenstift St. Agnes, Nijmegen, Niederlande";"5.866667";"51.836111";"Nimwegen";"Köln";"Augustinerchorfrauen";1380;1587;"eccl. Colon.";"o. s. Aug.";25
4054;"Domstift Basel, Schweiz";"7.59224";"47.55641";"Basel";"Basel";"Kanoniker";800;1792;"eccl. Basil.";"eccl.";34
