"id_gsn";"monastery_name";"Lon";"Lat";"Standort";"diocese";"order_name";"order_begin_tpq";"order_end_tpq";"alt_label_diocese";"RG_Abkuerzung";"id_order"
11;"Benediktinerkloster Erxleben";"11.385517768465634";"51.75792668808912";"Erxleben";"Halberstadt";"Benediktiner";1334;1334;"eccl. Halberstad.";"o. s. Ben.";16
12;"Benediktinerinnenkloster Admont, Österreich";"14.460556";"47.575833";"Admont";"Salzburg";"Benediktinerinnen";1116;1568;"eccl. Salzeburg.";"o. s. Ben.";33
16;"Benediktinerinnenkloster Millstatt, Österreich";"13.58056";"46.80417";"Millstatt";"Salzburg";"Benediktinerinnen";1122;1441;"eccl. Salzeburg.";"o. s. Ben.";33
18;"Kloster der Büßerinnen zum hl. Hieronymus, Wien, Österreich";"16.37208";"48.20849";"Kumpfgasse";"Passau";"Magdalenerinnen (Reuerinnen)";1306;1566;"eccl. Patav.";;38
18;"Kloster der Büßerinnen zum hl. Hieronymus, Wien, Österreich";"16.37208";"48.20849";"St. Hieronymuskloster";"Passau";"Magdalenerinnen (Reuerinnen)";1306;1566;"eccl. Patav.";;38
18;"Kloster der Büßerinnen zum hl. Hieronymus, Wien, Österreich";"16.374639";"48.20625";"St. Hieronymuskloster";"Wien";"Magdalenerinnen (Reuerinnen)";1306;1566;"eccl. Wien.";;38
20;"Benediktinerinnenabtei Nonnberg, Salzburg, Österreich";"13.051667";"47.796111";"Nonnberg";"Salzburg";"Benediktinerinnen";712;;"eccl. Salzeburg.";"o. s. Ben.";33
22;"Augustinerinnenklause Kirchberg";"7.405132";"49.942745";"Kirchberg (Hunsrück)";"Mainz";"Augustinereremitinnen";1487;1604;"eccl. Magunt.";"o. fr. herem. s. Aug.";32
24;"Benediktinerkloster Arnoldstein, Österreich";"13.709444";"46.548611";"Arnoldstein";"Aquileia";"Benediktiner";1106;1782;"eccl. Aquileg.";"o. s. Ben.";16
25;"Prämonstratenserinnenstift St. Hilarien, Chur, Schweiz";"9.531984146650291";"46.8507722113541";"Chur";"Chur";"Prämonstratenserinnen";1170;1347;"eccl. Cur.";"o. Prem.";31
26;"Prämonstratenser-Doppelstift St. Lucius, Chur, Schweiz";"9.536326";"46.848349";"Chur";"Chur";"Prämonstratenser-Doppelstift";1135;1806;"eccl. Cur.";"o. Prem.";58
27;"Benediktinerkloster St. Georgenberg-Fiecht, Österreich";"11.71667";"47.36667";"St. Georgenberg";"Brixen";"Benediktiner";1130;;"eccl. Brixin.";"o. s. Ben.";16
28;"Zisterzienserkloster Viktring, Klagenfurt am Wörthersee, Österreich";"14.269167";"46.589722";"Klagenfurt";"Salzburg";"Zisterzienser";1142;1786;"eccl. Salzeburg.";"o. Cist.";5
29;"Benediktinerabtei Marienberg, Burgeis, Italien";"10.520665";"46.706164";"Burgeis (Marienberg)";"Chur";"Benediktiner";1090;1808;"eccl. Cur.";"o. s. Ben.";16
31;"Franziskanerkloster Brixen (Bressanone), Italien";"11.658752";"46.711707";"Brixen";"Brixen";"Franziskaner (Minoriten/Konventualen/Observanten/Rekollekten)";1245;;"eccl. Brixin.";"o. fr. min.";7
32;"Klarissenkloster Brixen (Bressanone), Italien";"11.658209";"46.711736";"Brixen";"Brixen";"Klarissen";1221;;"eccl. Brixin.";"o. s. Clare";19
33;"Prämonstratenserstift Griffen, Österreich";"14.703269";"46.698553";"Griffen";"Salzburg";"Prämonstratenser";1236;1786;"eccl. Salzeburg.";"o. Prem.";14
34;"Prämonstratenserstift Churwalden, Schweiz";"9.535779";"46.789218";"Churwalden";"Chur";"Prämonstratenser";1150;1802;"eccl. Cur.";"o. Prem.";14
35;"Prämonstratenserstift St. Jakob im Prättigau, Klosters-Serneus, Schweiz";"9.882083";"46.870278";"Klosters-Serneus";"Chur";"Prämonstratenser";1220;1525;"eccl. Cur.";"o. Prem.";14
36;"Dominikanerinnenkloster Sankt Peter (zuvor Beginen), Bludenz, Österreich";"9.830236";"47.146133";"Bludenz";"Chur";"Dominikanerinnen";1411;;"eccl. Cur.";"o. pred.";30
45;"Prämonstratenserstift St. Gerlach, Houthem/Meersen, Niederlande";"5.795297";"50.86998";"Meerssen";"Lüttich";"Prämonstratenserinnen";1201;1797;"eccl. Leod.";"o. Prem.";31
47;"Prämonstratenserstift Broda bei Neubrandenburg";"13.239325";"53.550747";"Broda";"Havelberg";"Prämonstratenser";1170;1551;"eccl. Havelberg.";"o. Prem.";14
49;"Zisterzienserinnenkloster Zarrentin";"10.917";"53.5515";"Zarrentin";"Ratzeburg";"Zisterzienserinnen";1246;1553;"eccl. Razeburg.";"o. Cist.";28
52;"Kollegiatstift St. Blasius, Braunschweig";"10.523940";"52.264268";"Braunschweig";"Hildesheim";"Kanoniker";1001;1810;"eccl. Hildesem.";"eccl.";34
56;"Zisterzienserkloster Amelungsborn";"9.593056";"51.897222";"Amelungsborn";"Hildesheim";"Zisterzienser";1123;1568;"eccl. Hildesem.";"o. Cist.";5
57;"Kollegiatstift Bockenem";"10.124";"52.007";"Bockenem";"Hildesheim";"Kanoniker";1411;1412;"eccl. Hildesem.";"eccl.";34
58;"Kollegiatstift St. Cyriacus, Braunschweig";"10.517951";"52.256866";"Braunschweig";"Hildesheim";"Kanoniker";1029;1542;"eccl. Hildesem.";"eccl.";34
60;"Franziskanerkloster Braunschweig";"10.518664";"52.265374";"Braunschweig";"Hildesheim";"Franziskaner (Minoriten/Konventualen/Observanten/Rekollekten)";1223;1529;"eccl. Hildesem.";"o. fr. min.";7
61;"Zisterzienserinnenabtei Braunschweig (Kreuzkloster)";"10.508889";"52.268056";"Braunschweig";"Hildesheim";"Zisterzienserinnen";1409;1532;"eccl. Hildesem.";"o. Cist.";28
62;"Benediktinerkloster Brunshausen, später Benediktinerinnen";"10.031944";"51.882778";"Brunshausen";"Hildesheim";"Benediktinerinnen";1192;1568;"eccl. Hildesem.";"o. s. Ben.";33
64;"Franziskanerkloster Celle";"10.085623";"52.625009";"Celle";"Hildesheim";"Franziskaner (Minoriten/Konventualen/Observanten/Rekollekten)";1453;1525;"eccl. Hildesem.";"o. fr. min.";7
65;"Benediktinerkloster Clus";"10.00863";"51.88327";"Clus";"Hildesheim";"Benediktiner";1124;1596;"eccl. Hildesem.";"o. s. Ben.";16
67;"Augustinerchorfrauenstift Dorstadt";"10.56567";"52.09827";"Dorstadt";"Hildesheim";"Augustinerchorfrauen";1189;1568;"eccl. Hildesem.";"o. s. Aug.";25
68;"Augustinerinnenkloster Eldagsen (Marienthal)";"9.65466666666667";"52.1698333333333";"Eldagsen";"Hildesheim";"Augustinereremitinnen";1437;1647;"eccl. Hildesem.";"o. fr. herem. s. Aug.";32
69;"Benediktinerinnenkloster Escherde";"9.82012";"52.11598";"† Bovingehusen";"Hildesheim";"Benediktinerinnen";1301;1543;"eccl. Hildesem.";"o. s. Ben.";33
69;"Benediktinerinnenkloster Escherde";"9.82012";"52.11598";"† Bovingehusen";"Hildesheim";"Kanonissen/Benediktinerinnen";1195;1301;"eccl. Hildesem.";;68
70;"Kanonissenstift Gandersheim";"10.026097";"51.870397";"Gandersheim";"Hildesheim";"Kanonissen";852;1568;"eccl. Hildesem.";"eccl.";35
71;"Benediktinerinnenkloster St. Marien, Gandersheim";"10.028350";"51.869186";"Gandersheim";"Hildesheim";"Benediktinerinnen";1482;1570;"eccl. Hildesem.";"o. s. Ben.";33
71;"Benediktinerinnenkloster St. Marien, Gandersheim";"10.028350";"51.869186";"Gandersheim";"Hildesheim";"Kanonissen";1200;1482;"eccl. Hildesem.";"eccl.";35
73;"Stift Georgenberg, Goslar (Grauhof)";"10.428333";"51.911111";"Georgenberg";"Hildesheim";"Augustinerchorherren";1126;1568;"eccl. Hildesem.";"o. s. Aug.";1
75;"Stift auf dem Petersberg, Goslar";"10.44629";"51.91063";"Goslar";"Hildesheim";"Kanoniker";1056;1570;"eccl. Hildesem.";"eccl.";34
77;"Johanniterkommende Kleinerdlingen (Nördlingen)";"10.473985";"48.836026";"Kleinerdlingen";"Augsburg";"Johanniter";1200;1808;"eccl. August.";"s. Johannis Jerus.";12
78;"Augustinerchorfrauenstift Derneburg (später Zisterzienserinnen, dann Zisterzienser)";"10.133203744095";"52.09559346748792";"Derneburg";"Hildesheim";"Augustinerchorfrauen";1213;1443;"eccl. Hildesem.";"o. s. Aug.";25
78;"Augustinerchorfrauenstift Derneburg (später Zisterzienserinnen, dann Zisterzienser)";"10.133203744095";"52.09559346748792";"Derneburg";"Hildesheim";"Zisterzienserinnen";1443;1543;"eccl. Hildesem.";"o. Cist.";28
81;"Kollegiatstift St. Simon und Judas, Goslar";"10.427806";"51.90325";"Goslar";"Hildesheim";"Kanoniker";997;1566;"eccl. Hildesem.";"eccl.";34
82;"Zisterzienserinnenkloster Neuwerk, Goslar";"10.425528";"51.909556";"Goslar";"Hildesheim";"Zisterzienserinnen";1186;1570;"eccl. Hildesem.";"o. Cist.";28
84;"Johanniterkommende Hl. Grab, Goslar";"10.418927";"51.909726";"Goslar";"Hildesheim";"Johanniter";1164;1534;"eccl. Hildesem.";"s. Johannis Jerus.";12
85;"Franziskanerkloster Goslar";"10.4246666666667";"51.9043333333333";"Goslar";"Hildesheim";"Franziskaner (Minoriten/Konventualen/Observanten/Rekollekten)";1223;1530;"eccl. Hildesem.";"o. fr. min.";7
86;"Deutschordenskommende Goslar";"10.427945";"51.904434";"Goslar";"Hildesheim";"Deutscher Orden";1227;1367;"eccl. Hildesem.";"theutonicorum";22
87;"Magdalenerinnenkloster Frankenberg, Goslar";"10.418444";"51.903167";"Goslar";"Hildesheim";"Magdalenerinnen (Reuerinnen)";1234;1568;"eccl. Hildesem.";;38
90;"Kanonissen- /Augustinerchorfrauenstift Heiningen";"10.556222";"52.071278";"Heiningen";"Hildesheim";"Augustinerchorfrauen";1126;1568;"eccl. Hildesem.";"o. s. Aug.";25
93;"Benediktinerabtei St. Michael, Hildesheim";"9.943611";"52.152778";"Hildesheim";"Hildesheim";"Benediktiner";1005;1803;"eccl. Hildesem.";"o. s. Ben.";16
95;"Kollegiatstift St. Mauritius, Hildesheim";"9.926389";"52.146944";"Hildesheim";"Hildesheim";"Kanoniker";1058;1810;"eccl. Hildesem.";"eccl.";34
96;"Domstift Laibach (Ljubljana), Slowenien";"14.508106";"46.050849";"Laibach";"Laibach";"Kanoniker";1461;;"eccl. Laibac.";"eccl.";34
97;"Kollegiatstift, später Augustinerchorherrenstift zur Sülte, Hildesheim";"9.95747";"52.155755";"Hildesheim";"Hildesheim";"Augustinerchorherren";1115;1803;"eccl. Hildesem.";"o. s. Aug.";1
98;"Domstift Aquileia, Italien";"13.370990249770703";"45.76974245975155";"Aquileia";"Aquileia";"Kanoniker";1031;1751;"eccl. Aquileg.";"eccl.";34
99;"Kollegiatstift Hl. Kreuz, Hildesheim";" 9.95099";"52.14959";"Hildesheim";"Hildesheim";"Kanoniker";1054;1810;"eccl. Hildesem.";"eccl.";34
100;"Benediktinerabtei St. Godehard, Hildesheim";"9.949224";"52.144827";"Hildesheim";"Hildesheim";"Benediktiner";1133;1803;"eccl. Hildesem.";"o. s. Ben.";16
101;"Kollegiatstift St. Andreas, Hildesheim";"9.950053";"52.151533";"Hildesheim";"Hildesheim";"Kanoniker";1196;1810;"eccl. Hildesem.";"eccl.";34
102;"Kollegiatstift St. Johannis, Hildesheim";"9.93999";"52.14802";"Hildesheim";"Hildesheim";"Kanoniker";1154;1810;"eccl. Hildesem.";"eccl.";34
103;"Franziskanerkloster Hildesheim";"9.944444";"52.148889";"Hildesheim";"Hildesheim";"Franziskaner (Minoriten/Konventualen/Observanten/Rekollekten)";1235;1547;"eccl. Hildesem.";"o. fr. min.";7
104;"Magdalenerinnenkloster Hildesheim";"9.941111";"52.150833";"Hildesheim";"Hildesheim";"Magdalenerinnen (Reuerinnen)";1227;1810;"eccl. Hildesem.";;38
106;"Dominikanerkloster Hildesheim";"9.949761";"52.147464";"Hildesheim";"Hildesheim";"Dominikaner";1181;1547;"eccl. Hildesem.";"o. pred.";13
107;"Kollegiatstift Maria Magdalena, genannt Schüsselkorb, Hildesheim";"9.947666";"52.149300";"Hildesheim";"Hildesheim";"Kanoniker";1300;1810;"eccl. Hildesem.";"eccl.";34
108;"Kartause Hildesheim";"9.948313";"52.147079";"Hildesheim";"Hildesheim";"Kartäuser";1388;1777;"eccl. Hildesem.";"o. Cartus.";4
109;"Fraterherren Lüchtenhof, Hildesheim";"9.95108";"52.14706";"Hildesheim";"Hildesheim";"Kanoniker";1451;1604;"eccl. Hildesem.";"eccl.";34
110;"Zellitenhaus Hildesheim";"9.95166666666667";"52.1528333333333";"Hildesheim";"Hildesheim";"Alexianer (Celliten)";1351;1601;"eccl. Hildesem.";;37
114;"Zisterzienserinnenkloster Isenhagen";"10.602821";"52.731100";"Hankensbüttel";"Hildesheim";"Zisterzienserinnen";1265;1540;"eccl. Hildesem.";"o. Cist.";28
114;"Zisterzienserinnenkloster Isenhagen";"10.619139";"52.725528";"Isenhagen";"Hildesheim";"Zisterzienser";1243;1259;"eccl. Hildesem.";"o. Cist.";5
114;"Zisterzienserinnenkloster Isenhagen";"10.619139";"52.725528";"Isenhagen";"Hildesheim";"Zisterzienserinnen";1265;1540;"eccl. Hildesem.";"o. Cist.";28
114;"Zisterzienserinnenkloster Isenhagen";"10.6535260797823";"52.7278375";"Alt Isenhagen";"Hildesheim";"Zisterzienserinnen";1265;1540;"eccl. Hildesem.";"o. Cist.";28
116;"Lamspringe, später Benediktinerinnen, dann Benediktiner Lamspringe";"10.01606";"51.9634";"Lamspringe";"Hildesheim";"Benediktinerinnen";1138;1568;"eccl. Hildesem.";"o. s. Ben.";33
119;"Karmelitenkloster Marienau";"9.57024";"52.11032";"Marienau";"Hildesheim";"Karmeliten";1305;1566;"eccl. Hildesem.";"o. Carm.";3
120;"Zisterzienserkloster Marienrode (früher Backenrode), zuvor Augustinerchorherrenstift";"9.914308";"52.113944";"Marienrode";"Hildesheim";"Zisterzienser";1259;1806;"eccl. Hildesem.";"o. Cist.";5
123;"Kollegiatstift St. Cäcilia, Ölsburg";"10.2196666666667";"52.2598333333333";"Ölsburg";"Hildesheim";"Kanoniker";1134;1434;"eccl. Hildesem.";"eccl.";34
126;"Augustinerchorherrenstift Riechenberg";"10.40006";"51.92367";"Goslar";"Hildesheim";"Augustinerchorherren";1117;1568;"eccl. Hildesem.";"o. s. Aug.";1
127;"Kanonissenstift Ringelheim, später Benediktiner";"10.31107";"52.03507";"Ringelheim";"Hildesheim";"Benediktiner";1150;1568;"eccl. Hildesem.";"o. s. Ben.";16
131;"Augustinerchorfrauenstift Steterburg";"10.473611";"52.193611";"Steterburg";"Hildesheim";"Augustinerchorfrauen";1134;1568;"eccl. Hildesem.";"o. s. Aug.";25
134;"Zisterzienserinnenkloster Wienhausen";"10.185028";"52.580739";"Wienhausen";"Hildesheim";"Zisterzienserinnen";1216;1534;"eccl. Hildesem.";"o. Cist.";28
135;"Augustinerchorherrenstift Wittenburg";"9.706137";"52.141591";"Wittenburg";"Hildesheim";"Augustinerchorherren";1316;1564;"eccl. Hildesem.";"o. s. Aug.";1
136;"Zisterzienserinnenkloster Wöltingerode";"10.539444";"51.959722";"Wöltingerode";"Hildesheim";"Zisterzienserinnen";1188;1572;"eccl. Hildesem.";"o. Cist.";28
139;"Augustinerchorfrauenstift Wülfinghausen";"9.66477";"52.1409";"Wülfinghausen";"Hildesheim";"Augustinerchorfrauen";1186;1543;"eccl. Hildesem.";"o. s. Aug.";25
141;"Benediktinerkloster St. Ägidien, Braunschweig";"10.525547";"52.259559";"Braunschweig";"Halberstadt";"Benediktiner";1115;1539;"eccl. Halberstad.";"o. s. Ben.";16
142;"Templerkommende Braunschweig";"10.526848";"52.264258";"Braunschweig";"Halberstadt";"Templerorden";1173;1312;"eccl. Halberstad.";;39
148;"Dominikanerkloster Braunschweig";"10.524905";"52.265758";"Braunschweig";"Halberstadt";"Dominikaner";1307;1528;"eccl. Halberstad.";"o. pred.";13
149;"Deutschordenskommende Elmsburg";"10.918083";"52.125278";"Elmsburg";"Halberstadt";"Deutscher Orden";1216;1395;"eccl. Halberstad.";"theutonicorum";22
150;"Templerkommende Emmerstedt, später Johanniterkommende?";"10.960551";"52.243772";"Emmerstedt";"Halberstadt";"Johanniter";1312;1357;"eccl. Halberstad.";"s. Johannis Jerus.";12
150;"Templerkommende Emmerstedt, später Johanniterkommende?";"10.960551";"52.243772";"Emmerstedt";"Halberstadt";"Templerorden";1245;1312;"eccl. Halberstad.";;39
151;"Johanniterkommende Fallersleben";"10.7175";"52.4178333333333";"Fallersleben";"Halberstadt";"Johanniter";1451;1451;"eccl. Halberstad.";"s. Johannis Jerus.";12
154;"Benediktinerkloster St. Ludgeri, Helmstedt";"11.015661";"52.226169";"Helmstedt";"Halberstadt";"Benediktiner";827;1802;"eccl. Halberstad.";"o. s. Ben.";16
155;"Benediktinerkloster Königslutter (zuvor Kanonissenstift, zuvor Kollegiatstift?)";"10.815719";"52.244719";"Königslutter";"Halberstadt";"Benediktiner";1135;1571;"eccl. Halberstad.";"o. s. Ben.";16
157;"Deutschordenskommende Lucklum";"10.690431";"52.205204";"Lucklum";"Halberstadt";"Deutscher Orden";1259;1809;"eccl. Halberstad.";"theutonicorum";22
158;"Zisterzienserabtei Mariental (Vallis s. Mariae)";"10.985058";"52.275942";"Mariental";"Halberstadt";"Zisterzienser";1138;1569;"eccl. Halberstad.";"o. Cist.";5
161;"Zisterzienserabtei Riddagshausen";"10.5713333333333";"52.2688333333333";"Riddagshausen";"Halberstadt";"Zisterzienser";1140;1569;"eccl. Halberstad.";"o. Cist.";5
162;"Augustinerchorherrenstift Schöningen, zuvor Kanonissenstift";"10.956619";"52.138749";"Schöningen";"Halberstadt";"Augustinerchorherren";1120;1574;"eccl. Halberstad.";"o. s. Aug.";1
164;"Kollegiatstift Süpplingenburg, später Templerkomturei, später Johanniterkommende";"10.9046573";" 52.2508026";"Süpplingenburg";"Halberstadt";"Johanniter";1312;1542;"eccl. Halberstad.";"s. Johannis Jerus.";12
164;"Kollegiatstift Süpplingenburg, später Templerkomturei, später Johanniterkommende";"10.9046573";" 52.2508026";"Süpplingenburg";"Halberstadt";"Templerorden";1173;1312;"eccl. Halberstad.";;39
167;"Templerkommende Tempelachim (Tempelhof)";"10.585531";"52.050811";"Tempelachim";"Halberstadt";"Templerorden";1208;1312;"eccl. Halberstad.";;39
168;"Benediktinerpropstei Wanlefsrode";"10.617";"51.892";"Wanlefsrode";"Halberstadt";"Benediktiner";1002;1434;"eccl. Halberstad.";"o. s. Ben.";16
171;"Kollegiatstift St. Maria, Arneburg";"12.007876";"52.672933";"Arneburg";"Halberstadt";"Kanoniker";1459;1549;"eccl. Halberstad.";"eccl.";34
175;"Kollegiatstift St. Nikolaus, Stendal";"11.860417";"52.600361";"Stendal";"Halberstadt";"Kanoniker";1188;1551;"eccl. Halberstad.";"eccl.";34
177;"Franziskanerkloster Stendal";"11.855855";"52.603873";"Stendal";"Halberstadt";"Franziskaner (Minoriten/Konventualen/Observanten/Rekollekten)";1245;1540;"eccl. Halberstad.";"o. fr. min.";7
178;"Augustinerchorfrauenstift St. Katharinen, Stendal";"11.863862";"52.600502";"Stendal";"Halberstadt";"Augustinerchorfrauen";1460;1540;"eccl. Halberstad.";"o. s. Aug.";25
181;"Dominikanerkonvent Tangermünde";"11.967841";"52.538578";"Tangermünde";"Halberstadt";"Dominikaner";1438;1540;"eccl. Halberstad.";"o. pred.";13
182;"Kollegiatstift St. Johannes bapt. und St. Johannes ev., Tangermünde";"11.978189";"52.543166";"Tangermünde";"Halberstadt";"Kanoniker";1376;1540;"eccl. Halberstad.";"eccl.";34
183;"Kollegiatstift St. Maria zur Klause, Tangermünde";"11.9713333333333";"52.5411666666667";"Tangermünde";"Halberstadt";"Kanoniker";1459;1540;"eccl. Halberstad.";"eccl.";34
184;"Johanniterkommende Werben";"11.982084";"52.859306";"Werben (Elbe)";"Halberstadt";"Johanniter";1200;1545;"eccl. Halberstad.";"s. Johannis Jerus.";12
185;"Templerkommende Halberstadt";"11.058611";"51.896111";"Halberstadt";"Halberstadt";"Templerorden";1192;1306;"eccl. Halberstad.";;39
186;"Templerkommende Wichmannsdorf";"11.377950";"52.267663";"Wichmannsdorf";"Magdeburg";"Templerorden";1223;1305;"eccl. Magdeburg.";;39
187;"Benediktinerinnenkloster Alsleben, später Kollegiatstift";"11.681630";"51.700719";"Alsleben (Saale)";"Halberstadt";"Benediktinerinnen";929;1448;"eccl. Halberstad.";"o. s. Ben.";33
187;"Benediktinerinnenkloster Alsleben, später Kollegiatstift";"11.681630";"51.700719";"Alsleben (Saale)";"Halberstadt";"Kanoniker";1448;1561;"eccl. Halberstad.";"eccl.";34
189;"Benediktinerkloster Ballenstedt, zuvor Kollegiatstift";"11.218279";"51.718667";"Ballenstedt";"Halberstadt";"Benediktiner";1123;1525;"eccl. Halberstad.";"o. s. Ben.";16
191;"Kollegiatstift St. Bonifatius, Halberstadt";"11.048616";"51.900417";"Halberstadt";"Halberstadt";"Kanoniker";1034;1591;"eccl. Halberstad.";"eccl.";34
192;"Augustinerchorherrenstift Halberstadt";"11.0513333333333";"51.8916666666667";"Halberstadt";"Halberstadt";"Augustinerchorherren";1107;1804;"eccl. Halberstad.";"o. s. Aug.";1
194;"Kollegiatstift St. Maria, Halberstadt";"11.044164";"51.895639";"Halberstadt";"Halberstadt";"Kanoniker";996;1648;"eccl. Halberstad.";"eccl.";34
195;"Kollegiatstift SS. Peter und Paul, Halberstadt";"11.055916";"51.89696";"Halberstadt";"Halberstadt";"Kanoniker";1083;1810;"eccl. Halberstad.";"eccl.";34
196;"Benediktinerinnenkloster Hecklingen";"11.533508";"51.846635";"Hecklingen";"Halberstadt";"Benediktinerinnen";1130;1559;"eccl. Halberstad.";"o. s. Ben.";33
198;"Benediktinerkloster Hillersleben";"11.488327";"52.273091";"Hillersleben";"Halberstadt";"Benediktiner";1096;1632;"eccl. Halberstad.";"o. s. Ben.";16
201;"Kollegiatstift St. Georg, Mansfeld";"11.45742091800943";"51.593560265610996";"Mansfeld";"Halberstadt";"Kanoniker";1478;1525;"eccl. Halberstad.";"eccl.";34
202;"Benediktinerkloster Konradsburg, Ermsleben (später Kartäuser)";"11.347306";"51.714333";"Ermsleben";"Halberstadt";"Benediktiner";1120;1476;"eccl. Halberstad.";"o. s. Ben.";16
202;"Benediktinerkloster Konradsburg, Ermsleben (später Kartäuser)";"11.347306";"51.714333";"Ermsleben";"Halberstadt";"Kartäuser";1476;1531;"eccl. Halberstad.";"o. Cartus.";4
205;"Kollegiatstift Nienburg";"11.7675";"51.837";"Nienburg (Saale)";"Magdeburg";"Kanoniker";1129;1375;"eccl. Magdeburg.";"eccl.";34
206;"Prämonstratenserstift St. Wiperti, Quedlinburg, zuvor Kollegiatstift";"11.1501666666667";"51.788";"Quedlinburg";"Halberstadt";"Prämonstratenser";1139;1547;"eccl. Halberstad.";"o. Prem.";14
208;"Zisterzienserinnenkloster Sangerhausen";"11.3015";"51.474389";"Sangerhausen";"Halberstadt";"Zisterzienserinnen";1123;1540;"eccl. Halberstad.";"o. Cist.";28
210;"Kollegiatstift St. Maria, Walbeck";"11.069693";"52.278584";"Walbeck";"Halberstadt";"Kanoniker";942;1591;"eccl. Halberstad.";"eccl.";34
211;"Kollegiatstift St. Georg, Wernigerode";"10.784233";"51.831981";"Wernigerode";"Halberstadt";"Kanoniker";1255;1533;"eccl. Halberstad.";"eccl.";34
212;"Benediktinerkloster Wimmelburg";"11.5143";"51.5197";"Wimmelburg";"Halberstadt";"Benediktiner";1059;1524;"eccl. Halberstad.";"o. s. Ben.";16
214;"Augustinerchorfrauenstift Marienbeek, Badersleben";"10.885107";"51.982744";"Badersleben";"Halberstadt";"Augustinerchorfrauen";1479;1810;"eccl. Halberstad.";"o. s. Aug.";25
215;"Augustinerchorherrenstift Hamersleben, gegründet in Osterwieck";"11.086111";"52.063333";"Hamersleben";"Halberstadt";"Augustinerchorherren";1267;1804;"eccl. Halberstad.";"o. s. Aug.";1
216;"Augustinerchorherrenstift Hedersleben, zuvor Benediktinerinnenkloster";"11.6505";"51.5431666666667";"Hedersleben";"Halberstadt";"Augustinerchorherren";1264;1525;"eccl. Halberstad.";"o. s. Aug.";1
218;"Augustinerchorfrauenstift Marienberg, Helmstedt";"11.000469";"52.229856";"Helmstedt";"Halberstadt";"Augustinerchorfrauen";1176;1568;"eccl. Halberstad.";"o. s. Aug.";25
221;"Augustinerchorfrauenstift Marienborn";"11.10824";"52.19701";"Marienborn";"Halberstadt";"Augustinerchorfrauen";1230;1573;"eccl. Halberstad.";"o. s. Aug.";25
224;"Zisterzienserinnenkloster Abbenrode, zuvor Kanonissenstift";"10.627222";"51.930278";"Abbenrode";"Halberstadt";"Zisterzienserinnen";1240;1555;"eccl. Halberstad.";"o. Cist.";28
225;"Dominikanerkloster Wismar (Schwarzes Kloster)";"11.465811";"53.889092";"Wismar";"Ratzeburg";"Dominikaner";1293;1562;"eccl. Razeburg.";"o. pred.";13
226;"Domstift Ratzeburg";"10.775";"53.703889";"Ratzeburg";"Ratzeburg";"Prämonstratenser";1154;1504;"eccl. Razeburg.";"o. Prem.";14
227;"Benediktinerinnenkloster Eldena";"11.4275";"53.228056";"Eldena";"Ratzeburg";"Benediktinerinnen";1229;1558;"eccl. Razeburg.";"o. s. Ben.";33
232;"Prämonstratenserinnenstift Rehna";"11.050278";"53.780278";"Rehna";"Ratzeburg";"Benediktinerinnen";1236;1319;"eccl. Razeburg.";"o. s. Ben.";33
232;"Prämonstratenserinnenstift Rehna";"11.050278";"53.780278";"Rehna";"Ratzeburg";"Prämonstratenserinnen";1319;1504;"eccl. Razeburg.";"o. Prem.";31
236;"Franziskanerkloster Himmelspforte, Wismar";"11.4664";"53.894024";"Wismar, Hansestadt";"Ratzeburg";"Franziskaner (Minoriten/Konventualen/Observanten/Rekollekten)";1250;1527;"eccl. Razeburg.";"o. fr. min.";7
238;"Johanniterpriorei Eichsen";"11.26038";"53.74614";"Groß Eichsen";"Ratzeburg";"Johanniter";1200;1541;"eccl. Razeburg.";"s. Johannis Jerus.";12
239;"Kloster der Ordensgemeinschaft vom heiligen Geist, Kuddewörde";"10.40119";"53.588248";"Kuddewörde";"Ratzeburg";"Chorherren vom Heiligen Geist";1497;1524;"eccl. Razeburg.";;95
240;"Birgittinerinnen- und Birgittinerkloster Marienwohlde, Mölln";"10.69568";"53.649102";"Pezeke";"Ratzeburg";"Orden der Heiligen Birgitta (Birgitten)";1413;1534;"eccl. Razeburg.";;17
241;"Johanniterkomturei (Klein) Krankow";"11.335";"53.8098333333333";"Klein Krankow";"Ratzeburg";"Deutscher Orden";1218;1356;"eccl. Razeburg.";"theutonicorum";22
243;"Zisterzienserinnenkloster Blankenburg";"10.954536";"51.787787";"Blankenburg (Harz)";"Halberstadt";"Zisterzienser-Doppelkloster";1234;1305;"eccl. Halberstad.";"o. Cist.";57
243;"Zisterzienserinnenkloster Blankenburg";"10.954536";"51.787787";"Blankenburg (Harz)";"Halberstadt";"Zisterzienserinnen";1305;1532;"eccl. Halberstad.";"o. Cist.";28
245;"Prämonstratenserstift Klosterroda (auch Hildeburgerode, Rode)";"11.446384";"51.498156";"Klosterrode";"Halberstadt";"Prämonstratenser";1135;1543;"eccl. Halberstad.";"o. Prem.";14
246;"Benediktinerkloster Gröningen";"11.20001";"51.93466";"Gröningen";"Halberstadt";"Benediktiner";936;1545;"eccl. Halberstad.";"o. s. Ben.";16
247;"Benediktinerinnenkloster Hadmersleben";"11.301667";"51.9925";"Hadmersleben";"Halberstadt";"Benediktinerinnen";961;1810;"eccl. Halberstad.";"o. s. Ben.";33
